grain_id,phi1,Phi,phi2,x,y,area,diameter,misorientation_cube_deg,misorientation_goss_deg,misorientation_rotated_cube_deg,misorientation_rotated_goss_deg,misorientation_alpha_deg,misorientation_gamma_deg,misorientation_eta_deg,misorientation_lambda_deg,is_relevant,nearest_component,angle_to_nearest_component_deg
1059,162.78,46.284,225.92,4480.82,127.633,2034.0,50.89,54.041,35.9569,48.9211,46.7096,19.7925,22.9092,35.7622,46.284,False,Other/Random,35.96
1060,275.714,5.923,70.98,5813.89,107.885,234.0,17.26,14.5593,45.9524,32.2287,41.3023,32.0408,50.2468,14.5034,5.923,True,cube,14.56
1061,184.791,9.778,210.83,8007.41,139.578,4518.0,75.85,36.8967,49.4908,13.5411,55.8042,10.9402,47.5566,35.5598,9.778,True,rotated_cube,13.54
1062,218.975,33.07,169.58,8057.83,121.577,1233.0,39.62,43.4299,33.6209,36.8307,50.6693,15.8107,22.0444,30.6913,33.07,False,Other/Random,33.62
1063,158.249,11.312,225.75,9271.97,111.31,261.0,18.23,26.496,42.9267,23.8237,46.0757,22.9583,44.4971,24.7154,11.312,True,Other/Random,23.82
1064,227.138,38.17,126.12,10958.53,182.383,19340.0,156.93,38.739,35.9608,53.5321,28.9988,15.0524,16.6361,29.9476,38.17,False,Other/Random,29.0
1065,144.487,35.994,249.39,11415.31,126.269,1305.0,40.76,49.0409,48.2614,37.619,41.7692,25.4936,19.8788,43.412,35.994,False,Other/Random,37.62
1066,34.137,45.115,337.61,11786.25,130.419,3177.0,63.6,46.5419,24.071,52.8314,46.6616,30.9757,12.6909,23.6312,45.115,True,Other/Random,24.07
1067,230.243,50.724,125.86,12503.13,110.172,522.0,25.78,50.8636,41.596,54.1471,30.9023,9.0933,5.786,39.7299,50.724,True,Other/Random,30.9
1068,224.288,45.078,123.0,12524.34,112.902,369.0,21.68,46.746,39.5301,54.9538,31.9054,8.8864,9.6728,36.5438,45.078,True,Other/Random,31.91
1069,135.736,47.604,217.1,12753.46,118.983,531.0,26.0,48.109,32.2047,55.9527,38.4186,23.1316,7.1545,31.2351,47.604,True,Other/Random,32.2
1070,124.308,7.104,237.67,12824.64,118.2,225.0,16.93,7.3739,41.5467,43.5771,39.295,39.0325,47.7674,6.2554,7.104,True,cube,7.37
1071,218.747,47.44,134.91,1784.14,142.731,3681.0,68.46,47.8379,32.8933,59.6736,37.3391,14.0221,8.7633,31.7424,47.44,True,Other/Random,32.89
1072,51.071,18.542,329.19,3660.13,126.359,1503.0,43.75,27.3992,38.4728,30.8295,40.565,25.1212,36.3347,23.4451,18.542,False,Other/Random,27.4
1073,183.775,20.946,149.9,3896.96,135.293,5715.0,85.3,33.5258,35.9599,27.9927,50.3842,22.717,40.6472,26.6055,20.946,False,Other/Random,27.99
1074,9.376,41.515,316.76,5773.91,120.899,2493.0,56.34,53.0977,37.1022,42.9189,49.5001,27.3267,29.2827,36.6472,41.515,False,Other/Random,37.1
1075,138.684,42.405,228.57,5852.2,131.5,2862.0,60.37,42.9928,33.4972,56.1858,33.5746,14.6689,12.6322,30.4014,42.405,True,Other/Random,33.5
1076,168.553,38.933,229.01,6610.22,152.035,5481.0,83.54,53.5879,41.5837,39.6099,52.0012,29.2621,28.7519,40.5878,38.933,False,Other/Random,39.61
1077,20.272,44.995,310.34,8722.5,130.454,1764.0,47.39,53.3213,37.9532,47.4933,48.5925,19.5233,21.1486,37.4407,44.995,False,Other/Random,37.95
1078,145.516,21.966,221.43,9246.77,132.029,1881.0,48.94,23.0252,31.3635,43.7344,36.34,30.9401,33.3087,15.1019,21.966,False,Other/Random,23.03
1079,203.634,39.623,141.43,11140.25,113.0,216.0,16.58,42.2385,26.7476,49.3695,43.4956,22.5173,21.6231,24.6611,39.623,False,Other/Random,26.75
1080,159.297,48.185,228.12,12438.53,142.612,2529.0,56.75,55.0317,37.0262,51.1125,46.0429,16.6575,20.0205,36.874,45.7993,False,Other/Random,37.03
1081,224.256,57.229,133.55,12457.2,107.4,45.0,7.57,57.2675,40.0035,53.8521,39.465,13.2318,2.5685,39.8924,52.9699,True,Other/Random,39.47
1082,31.885,39.93,309.94,13064.31,111.231,117.0,12.21,43.7177,34.0754,47.7966,38.8308,17.6296,17.6117,31.1655,39.93,False,Other/Random,34.08
1083,42.899,50.727,312.78,14325.73,128.73,2304.0,54.16,50.8986,36.3807,56.9396,36.2922,12.2529,4.343,35.5305,50.727,True,Other/Random,36.29
1084,38.38,42.89,299.99,14814.77,162.264,6453.0,90.64,47.8049,41.1949,48.5787,36.1876,13.4731,12.8388,38.2031,42.89,True,Other/Random,36.19
1085,26.286,47.238,318.99,15687.78,115.5,414.0,22.96,49.3537,29.4563,55.6355,44.8251,16.5494,16.3096,29.0888,47.238,False,Other/Random,29.46
1086,345.204,45.355,36.19,120.42,181.602,16120.0,143.26,49.9056,27.7521,50.8412,48.7416,22.5208,24.8021,27.5924,45.355,False,Other/Random,27.75
1087,336.814,41.533,14.47,1524.53,143.54,3870.0,70.2,42.3981,16.3934,54.6167,50.3131,33.9589,20.8036,15.4815,41.533,False,Other/Random,16.39
1088,357.988,23.798,337.94,2817.07,125.433,1143.0,38.15,33.7258,31.7527,31.5911,52.2362,24.181,39.7121,23.914,23.798,False,Other/Random,31.59
1089,193.544,22.257,152.31,3998.58,133.284,1935.0,49.64,26.3241,28.7274,37.8851,44.4767,34.0097,37.0468,15.9362,22.257,False,Other/Random,26.32
1090,112.889,15.566,256.71,4005.6,109.8,45.0,7.57,18.2722,43.6726,38.5715,31.9336,30.8377,40.6093,17.6145,15.566,False,Other/Random,18.27
1091,0.367,34.245,331.14,5189.72,142.59,3906.0,70.52,44.2737,30.4943,37.9082,55.6928,25.9418,36.4642,28.5573,34.245,False,Other/Random,30.49
1092,159.354,38.133,220.83,6321.94,139.665,2286.0,53.95,42.969,29.461,45.2437,45.0899,23.8836,24.0141,27.2034,38.133,False,Other/Random,29.46
1093,57.456,41.588,306.3,6385.21,142.171,3942.0,70.85,41.7498,39.8855,57.9193,25.5199,15.6844,16.048,34.2484,41.588,False,Other/Random,25.52
1094,147.775,39.499,230.85,7799.2,125.691,873.0,33.34,43.5108,34.5584,47.2011,38.592,17.8073,17.8256,31.4392,39.499,False,Other/Random,34.56
1095,210.553,25.252,133.26,9290.67,141.921,2169.0,52.55,29.9236,33.3732,38.1355,38.2527,29.1039,30.7415,22.3345,25.252,False,Other/Random,29.92
1096,149.668,18.517,236.43,10081.17,125.214,1134.0,38.0,31.9065,42.1704,26.4016,42.9472,25.2649,37.0303,28.8057,18.517,False,Other/Random,26.4
1097,35.37,49.083,316.86,11102.41,125.744,1053.0,36.62,49.6566,31.8735,59.4755,40.2101,14.2075,9.4452,31.323,49.083,True,Other/Random,31.87
1098,320.425,36.499,69.87,11192.96,127.793,1656.0,45.92,47.1017,47.2645,39.2561,38.2667,22.7076,18.6308,41.7447,36.499,False,Other/Random,38.27
1099,4.163,43.885,0.04,12144.68,123.395,684.0,29.51,44.0759,4.3374,59.2236,61.0245,40.8082,32.3987,4.1919,43.885,True,goss,4.34
1100,219.833,48.794,131.79,12481.46,132.066,2052.0,51.11,49.4645,35.3479,56.8957,36.7615,11.1948,7.1922,34.2732,48.794,True,Other/Random,35.35
1101,188.905,24.137,146.11,13098.34,150.286,6039.0,87.69,34.6057,33.8971,31.2609,48.6395,25.8143,37.1874,25.9898,24.137,False,Other/Random,31.26
1102,1.877,44.606,326.66,14151.63,142.221,2034.0,50.89,54.1189,32.0371,46.5144,47.0111,29.2629,33.9486,32.0277,44.606,False,Other/Random,32.04
1103,338.665,38.569,5.39,15245.61,154.191,6687.0,92.27,41.6188,18.7976,47.9532,53.5401,28.0693,23.4152,17.4325,38.569,False,Other/Random,18.8
1104,33.901,15.013,344.23,16517.0,111.5,54.0,8.29,23.4997,36.43,30.7113,44.5067,26.6417,40.076,19.0606,15.013,False,Other/Random,23.5
1105,278.93,25.099,102.31,16527.01,116.556,243.0,17.59,32.7696,54.5513,34.4299,28.3865,27.417,36.6032,32.7609,25.099,False,Other/Random,28.39
1106,17.106,38.452,322.15,17179.27,132.337,3285.0,64.67,43.5036,28.1882,45.2172,47.2345,25.3913,25.7243,26.3589,38.452,False,Other/Random,28.19
1107,218.216,36.023,115.53,770.9,144.879,3807.0,69.62,44.317,43.2672,40.4647,37.0993,20.943,19.304,37.8053,36.023,False,Other/Random,37.1
1108,323.458,35.656,16.81,1584.97,139.227,3456.0,66.33,40.5959,27.5687,43.4628,46.4082,24.1755,19.9671,24.6323,35.656,False,Other/Random,27.57
1109,317.374,51.688,43.53,2746.37,121.029,315.0,20.03,51.6954,35.1582,58.0095,38.0458,15.4629,3.5917,34.653,51.688,True,Other/Random,35.16
1110,1.119,34.656,13.17,3365.77,114.462,117.0,12.21,37.4025,17.4324,45.9906,54.9862,33.7227,35.9455,14.1046,34.656,True,Other/Random,17.43
1111,51.506,51.856,303.77,3803.2,121.463,369.0,21.68,52.0559,43.4898,52.3315,30.2664,7.6585,5.956,41.597,51.856,True,Other/Random,30.27
1112,185.206,30.306,151.5,3956.47,145.475,2178.0,52.66,38.0568,28.5458,37.1287,51.05,28.479,35.4101,24.1369,30.306,False,Other/Random,28.55
1113,227.913,15.098,120.17,6070.35,146.82,4059.0,71.89,19.213,39.7064,36.2775,35.8237,33.3385,39.6623,17.0008,15.098,False,Other/Random,19.21
1114,170.054,40.597,218.46,6518.0,144.718,7218.0,95.87,49.2618,32.1481,43.6855,51.2782,27.2217,29.1519,31.4777,40.597,False,Other/Random,32.15
1115,16.641,35.83,12.47,8546.59,174.875,10960.0,118.14,45.862,28.8349,39.0891,60.4272,19.5441,27.2906,27.7016,35.83,False,Other/Random,28.83
1116,322.737,30.035,58.13,8795.72,121.357,378.0,21.94,36.4348,38.4226,38.3545,36.0547,24.1502,25.2059,30.0758,30.035,False,Other/Random,36.05
1117,212.951,44.78,141.62,8935.35,129.0,1521.0,44.01,45.0911,27.3275,59.0759,40.4765,19.2857,13.5241,26.1664,44.78,True,Other/Random,27.33
1118,18.671,7.339,328.83,9121.51,168.293,10240.0,114.2,14.487,40.3252,33.2975,44.1092,32.904,48.2332,12.8534,7.339,True,cube,14.49
1119,145.12,38.16,221.68,10116.74,124.2,405.0,22.71,38.7389,28.2405,53.4854,36.7243,20.7415,18.0853,24.259,38.16,False,Other/Random,28.24
1120,14.677,33.058,315.96,13032.16,159.422,4860.0,78.66,43.9416,35.7705,36.4763,48.945,30.02,29.7332,32.5398,33.058,False,Other/Random,35.77
1121,32.958,52.227,317.64,14354.28,137.476,927.0,34.36,53.008,32.4676,58.0273,43.2263,13.1501,9.9895,32.3775,48.4528,True,Other/Random,32.47
1122,4.088,33.886,326.5,1271.01,129.874,927.0,34.36,44.5854,32.3552,37.2037,54.0633,26.8271,34.5822,30.1826,33.886,False,Other/Random,32.36
1123,201.538,34.029,135.92,1369.77,161.13,8847.0,106.13,40.6331,32.3071,40.588,44.0323,26.177,26.1521,28.374,34.029,False,Other/Random,32.31
1124,207.76,46.776,143.37,1630.85,159.579,3312.0,64.94,47.5631,26.1963,58.4772,44.2484,19.2399,15.499,25.7812,46.776,False,Other/Random,26.2
1125,200.868,50.938,131.57,1909.12,144.583,4167.0,72.84,57.4756,38.02,53.6511,43.6656,14.5502,19.5417,38.0058,43.4869,True,Other/Random,38.02
1126,322.845,51.602,48.2,3141.17,160.902,3024.0,62.05,52.6915,36.2532,54.7031,39.6186,9.4237,7.0142,35.8173,51.3454,True,Other/Random,36.25
1127,165.166,22.495,159.87,4056.87,147.787,3978.0,71.17,41.3844,40.2834,24.6059,59.608,13.7022,36.5335,34.288,22.495,True,Other/Random,24.61
1128,195.621,9.575,122.87,4610.43,168.384,9432.0,109.59,42.5515,55.0949,10.1902,56.7503,8.9043,46.5552,41.7807,9.575,True,rotated_cube,10.19
1129,167.219,14.572,173.44,5324.35,147.501,3825.0,69.79,24.1743,35.7013,29.4476,50.075,25.917,42.8974,19.1999,14.572,True,Other/Random,24.17
1130,60.032,16.029,280.1,5359.0,125.563,864.0,33.17,25.4771,46.3178,29.739,35.9222,29.7307,39.4081,24.8624,16.029,False,Other/Random,25.48
1131,339.124,14.219,45.6,5984.74,139.551,1323.0,41.04,28.4659,41.5001,24.722,45.7129,23.3563,42.0379,25.7718,14.219,True,Other/Random,24.72
1132,210.472,48.748,128.05,6290.09,143.958,1278.0,40.34,53.0041,37.9694,53.699,42.8658,11.3478,12.8601,37.389,48.748,True,Other/Random,37.97
1133,114.345,44.798,246.51,8121.32,147.208,2205.0,52.99,44.8057,48.0772,57.8611,18.1717,7.0732,18.5555,40.7791,44.798,True,Other/Random,18.17
1134,324.577,4.735,61.26,9106.0,116.0,27.0,5.86,26.26,48.9245,19.734,48.5627,19.6715,50.0708,26.0641,4.735,True,Other/Random,19.73
1135,184.764,11.557,194.34,11732.85,141.596,2538.0,56.85,22.2999,38.2395,28.3176,49.0841,26.3183,46.3287,19.0309,11.557,True,Other/Random,22.3
1136,142.032,38.359,234.56,12684.47,131.564,990.0,35.5,41.6693,36.2485,47.4124,34.7747,16.5292,17.1341,31.7704,38.359,False,Other/Random,34.77
1137,34.229,43.235,313.02,14447.15,155.075,7650.0,98.69,44.9895,32.2643,53.4713,38.0618,15.2351,14.0536,30.265,43.235,True,Other/Random,32.26
1138,352.51,43.796,36.84,17095.72,118.714,63.0,8.96,52.3161,31.9284,46.3784,47.9581,26.5691,30.118,31.7993,43.796,False,Other/Random,31.93
1139,316.941,10.579,72.36,285.73,149.098,3501.0,66.77,31.1129,49.2976,18.9122,46.1894,18.8252,44.1637,30.5708,10.579,True,Other/Random,18.91
1140,146.268,32.061,201.39,1201.44,177.305,10720.0,116.82,34.2963,24.8948,45.4569,42.5955,31.4851,23.8858,18.9151,32.061,False,Other/Random,24.89
1141,201.077,37.114,153.43,1669.29,142.082,1422.0,42.55,37.5041,19.0248,53.6923,44.9545,29.3473,24.3906,15.6719,37.114,False,Other/Random,19.02
1142,333.32,51.919,42.66,1680.4,119.8,135.0,13.11,54.1591,32.3685,57.7742,46.7136,12.9658,14.9353,32.3543,45.3051,True,Other/Random,32.37
1143,145.27,56.868,225.33,1698.17,133.075,477.0,24.64,57.4467,36.9445,53.5651,44.3144,9.513,8.7532,36.9439,46.5102,True,Other/Random,36.94
1144,33.1,44.07,325.54,1837.03,145.147,2259.0,53.63,44.0899,25.33,60.7565,41.1668,22.5291,13.947,24.1144,44.07,True,Other/Random,25.33
1145,356.688,7.89,14.49,3373.06,133.771,945.0,34.69,13.6749,38.7664,34.7039,45.7419,34.0036,49.036,11.2184,7.89,True,cube,13.67
1146,36.925,41.044,300.46,3581.21,120.789,171.0,14.76,46.6254,40.6243,46.5191,36.9314,15.6424,14.9241,37.2668,41.044,True,Other/Random,36.93
1147,160.027,27.502,225.44,3696.04,161.972,5697.0,85.17,37.3147,35.6968,33.6234,44.8198,29.6005,31.3784,28.916,27.502,False,Other/Random,33.62
1148,305.389,18.865,66.16,4332.9,134.658,1026.0,36.14,22.0921,40.6441,38.271,31.9895,29.1209,36.2314,19.9991,18.865,False,Other/Random,22.09
1149,170.046,44.227,182.93,5581.24,151.83,2376.0,55.0,44.7536,8.1688,57.6659,58.9724,37.1945,28.3612,8.1133,44.227,True,goss,8.17
1150,25.708,43.431,313.97,5887.0,133.222,486.0,24.88,47.7413,32.6867,49.6561,43.8063,17.7276,18.3631,31.5398,43.431,False,Other/Random,32.69
1151,155.456,43.599,218.38,6262.81,141.359,1431.0,42.68,45.6396,26.7943,53.1462,44.4395,20.1084,18.9745,25.8617,43.599,False,Other/Random,26.79
1152,208.507,10.569,124.37,7542.41,134.235,459.0,24.17,29.0735,46.0109,20.7457,46.7527,20.2336,44.6711,27.9513,10.569,True,Other/Random,20.75
1153,166.947,37.474,220.34,9931.24,147.876,3699.0,68.63,46.0657,32.4993,41.3131,50.2306,27.6785,28.3914,30.8458,37.474,False,Other/Random,32.5
1154,172.603,7.348,159.93,11125.68,135.0,774.0,31.39,28.4146,46.1496,18.9994,52.1216,17.8572,49.0545,27.4219,7.348,True,Other/Random,19.0
1155,209.406,27.005,180.73,11170.27,143.912,1836.0,48.35,40.2554,34.8824,30.7587,54.3581,14.9472,29.3668,30.0581,27.005,True,Other/Random,30.76
1156,169.989,46.706,214.65,11300.75,164.325,5715.0,85.3,52.4827,28.6157,50.7224,46.366,24.0231,28.0196,28.6109,44.2122,False,Other/Random,28.62
1157,161.17,30.705,229.94,11609.52,163.666,7083.0,94.97,43.4424,39.2558,33.6316,47.4465,29.019,29.4728,34.7603,30.705,False,Other/Random,33.63
1158,171.82,43.175,217.83,11884.51,144.663,5211.0,81.45,51.9714,32.4882,45.6994,48.4984,26.5489,29.7417,32.2811,43.175,False,Other/Random,32.49
1159,241.322,46.482,134.23,15523.28,155.177,3249.0,64.32,48.8775,42.8714,54.5845,31.4543,24.4663,15.0323,39.8597,46.482,False,Other/Random,31.45
1160,170.984,21.633,175.1,16764.7,131.625,504.0,25.33,25.6775,26.9107,37.7179,50.7932,31.4741,38.716,13.6896,21.633,True,Other/Random,25.68
1161,219.519,49.845,150.86,531.06,164.867,3645.0,68.12,50.8465,29.2578,50.6608,44.5561,28.2501,6.5332,29.1211,49.845,True,Other/Random,29.26
1162,196.815,41.544,134.28,1145.05,124.895,171.0,14.76,50.2426,35.4621,44.424,49.8301,23.3767,24.5767,34.5811,41.544,False,Other/Random,35.46
1163,193.429,34.602,184.68,2316.62,146.071,1512.0,43.88,38.9254,20.1609,43.5687,56.7711,27.8329,29.5104,17.4806,34.602,False,Other/Random,20.16
1164,164.649,32.085,214.34,2385.59,146.333,1377.0,41.87,37.1556,27.3248,41.0875,46.0972,30.1887,29.993,22.6653,32.085,False,Other/Random,27.32
1165,319.876,56.033,44.57,2844.49,132.164,657.0,28.92,56.1949,37.1698,55.1989,41.1915,12.7313,4.2168,37.1159,50.6415,True,Other/Random,37.17
1166,184.147,14.23,133.67,3068.89,148.08,4752.0,77.78,44.4146,52.149,14.5047,57.7776,10.8862,44.6471,42.3198,14.23,True,rotated_cube,14.5
1167,359.99,28.187,14.56,3501.67,146.446,3996.0,71.33,31.6531,22.2016,41.2656,51.5066,32.7555,38.5888,14.5512,28.187,True,Other/Random,22.2
1168,328.155,40.877,43.09,4260.0,123.0,27.0,5.86,42.3316,29.241,52.5482,38.9301,18.6475,16.8894,26.7606,40.877,False,Other/Random,29.24
1169,169.894,34.924,212.0,4682.4,143.643,1287.0,40.48,41.0373,26.9683,41.6761,49.9429,30.8198,31.0439,24.338,34.924,False,Other/Random,26.97
1170,166.448,17.031,175.25,5387.91,144.095,1134.0,38.0,24.9508,33.1026,31.5842,49.9712,26.9386,40.883,18.1461,17.031,False,Other/Random,24.95
1171,23.497,46.611,319.35,5644.6,140.735,1629.0,45.54,49.5013,29.3836,53.8946,46.3211,17.6535,18.4383,29.0481,46.611,False,Other/Random,29.38
1172,326.668,5.498,16.14,5661.0,121.5,18.0,4.79,18.0434,43.4039,28.3358,46.1098,27.7762,49.3598,17.3277,5.498,True,Other/Random,18.04
1173,132.301,35.797,243.31,5754.79,160.826,5634.0,84.7,38.9505,40.686,46.008,29.0895,15.7865,19.0319,33.0411,35.797,False,Other/Random,29.09
1174,14.538,47.778,315.54,5904.95,128.211,342.0,20.87,55.9048,36.028,49.9674,44.6145,20.1418,24.6087,35.998,44.2062,False,Other/Random,36.03
1175,182.771,21.832,168.28,6118.68,137.225,1323.0,41.04,23.5743,25.0043,41.9576,48.0022,37.0884,40.4671,9.2048,21.832,True,Other/Random,23.57
1176,129.543,8.195,199.44,7111.81,138.239,1242.0,39.77,32.0556,48.8843,16.1972,50.7212,14.0594,46.5822,31.3072,8.195,True,Other/Random,16.2
1177,211.119,43.739,135.65,7435.1,153.789,6021.0,87.56,45.6023,30.6607,53.5969,40.2571,16.4253,15.1702,29.1673,43.739,False,Other/Random,30.66
1178,277.956,19.75,71.13,8998.97,136.966,522.0,25.78,22.5388,45.769,39.2469,28.1839,28.1837,40.2165,22.0608,19.75,False,Other/Random,22.54
1179,203.313,16.312,142.28,9548.7,143.371,2061.0,51.23,21.731,34.8586,34.5782,41.581,33.0789,39.8965,16.5027,16.312,False,Other/Random,21.73
1180,109.938,6.962,273.4,10408.5,121.5,36.0,6.77,24.3405,49.9594,22.7406,44.3274,22.6744,48.4905,24.3193,6.962,True,Other/Random,22.74
1181,345.151,46.524,39.73,14275.52,148.165,3384.0,65.64,52.4314,31.2005,50.4651,46.7507,21.0423,24.552,31.1201,45.4582,False,Other/Random,31.2
1182,42.849,36.731,301.8,14559.44,133.267,810.0,32.11,39.7075,37.9636,46.8805,31.6757,16.2305,18.0683,31.8357,36.731,False,Other/Random,31.68
1183,337.002,31.078,49.14,15660.52,151.599,2736.0,59.02,40.4024,36.421,36.231,43.9318,28.2556,27.716,31.208,31.078,False,Other/Random,36.23
1184,313.14,17.381,78.42,17116.43,153.784,3825.0,69.79,35.9228,50.2381,21.9396,43.0655,21.8892,37.3667,34.9699,17.381,False,Other/Random,21.94
1185,12.297,38.634,324.92,871.72,179.225,6408.0,90.33,44.6294,27.8479,44.3541,50.2047,27.536,28.3621,26.4671,38.634,False,Other/Random,27.85
1186,199.973,45.487,132.75,1130.44,165.658,2052.0,51.11,52.6637,35.9355,48.6464,48.2688,18.9632,21.1985,35.529,45.487,False,Other/Random,35.94
1187,219.11,50.832,132.72,1296.78,136.448,522.0,25.78,51.4413,35.6185,56.0973,38.2648,10.8976,6.0999,35.0035,50.832,True,Other/Random,35.62
1188,179.123,13.675,181.52,1307.83,126.5,162.0,14.36,13.69,31.3354,46.3153,46.6577,44.4012,45.609,0.6993,13.675,True,cube,13.69
1189,329.985,20.315,51.47,3575.58,146.854,1476.0,43.35,29.4648,38.3085,31.0037,40.7108,29.5713,35.3859,24.9923,20.315,False,Other/Random,29.46
1190,333.583,7.525,43.53,3590.14,126.857,63.0,8.96,18.6831,42.4378,28.865,44.3542,28.5681,47.6444,17.6196,7.525,True,Other/Random,18.68
1191,0.94,10.581,16.32,3621.12,149.567,2745.0,59.12,20.2242,38.3582,29.6525,47.8012,28.1463,47.5245,17.2449,10.581,True,Other/Random,20.22
1192,176.173,26.312,162.06,4132.52,142.052,1746.0,47.15,34.0257,28.1915,34.965,53.2011,26.1168,37.8183,21.4355,26.312,False,Other/Random,28.19
1193,188.226,43.574,148.07,5601.0,124.5,18.0,4.79,49.327,26.6882,48.271,49.6743,27.0654,29.6471,26.5191,43.574,False,Other/Random,26.69
1194,356.102,28.61,42.72,5609.95,141.763,531.0,26.0,47.8957,42.7593,29.2558,56.2887,21.2871,36.7292,39.3338,28.61,False,Other/Random,29.26
1195,141.769,27.492,244.04,6438.78,155.592,2448.0,55.83,37.5372,42.5621,33.4215,37.9869,27.6711,27.5706,33.1313,27.492,False,Other/Random,33.42
1196,203.462,33.124,134.29,7071.88,153.657,2547.0,56.95,39.7275,33.0408,40.004,42.8699,26.0636,26.0322,28.4493,33.124,False,Other/Random,33.04
1197,279.45,9.546,112.57,7261.44,165.179,5742.0,85.5,33.377,54.6034,16.1002,47.1321,15.4108,47.1935,33.3581,9.546,True,Other/Random,16.1
1198,4.869,37.83,33.86,8696.31,146.38,1089.0,37.24,53.626,38.3042,38.3275,53.0068,23.286,32.977,37.8096,37.83,False,Other/Random,38.3
1199,344.631,46.917,32.55,9501.06,139.34,927.0,34.36,49.7964,24.5032,54.1406,48.7012,22.8593,24.1162,24.4696,45.2313,False,Other/Random,24.5
1200,319.438,39.921,39.34,11687.62,135.064,423.0,23.21,39.9389,28.8489,58.5772,35.5669,22.0791,15.1627,25.3517,39.921,False,Other/Random,28.85
1201,28.571,49.948,320.07,12375.38,147.79,3420.0,65.99,51.1424,29.5487,59.6114,44.8681,15.5745,13.8339,29.4279,47.7593,True,Other/Random,29.55
1202,224.276,56.293,132.92,12511.88,132.656,288.0,19.15,56.3571,39.725,53.9126,38.6932,12.5411,1.6678,39.5314,53.4433,True,Other/Random,38.69
1203,164.545,19.99,219.51,12733.27,147.905,2178.0,52.66,31.1824,36.8246,28.876,45.9911,25.7659,38.2427,25.4527,19.99,False,Other/Random,28.88
1204,216.594,55.499,136.2,13415.04,140.517,783.0,31.57,55.928,35.6077,55.5928,42.8143,11.942,6.9356,35.5902,48.5729,True,Other/Random,35.61
1205,13.822,35.515,327.09,481.02,154.913,2682.0,58.44,40.1734,25.7667,43.7154,47.8795,29.0339,28.8662,22.9465,35.515,False,Other/Random,25.77
1206,348.294,43.533,350.92,1475.69,164.891,1971.0,50.1,48.0224,19.3316,49.5265,56.2367,27.3527,27.2972,19.3143,43.533,False,Other/Random,19.33
1207,160.897,44.303,220.95,2606.86,145.547,1152.0,38.3,49.1525,30.3581,49.7169,48.3249,20.4649,22.1498,29.8661,44.303,False,Other/Random,30.36
1208,317.261,53.943,40.32,3420.43,152.625,2592.0,57.45,53.9931,35.2188,54.1614,40.4699,18.447,2.0007,35.0705,53.5761,True,Other/Random,35.22
1209,156.428,15.119,225.57,3756.91,156.168,2727.0,58.92,26.6398,39.7351,27.4699,43.8747,26.171,40.9215,23.4637,15.119,False,Other/Random,26.64
1210,197.939,39.321,137.14,4917.18,176.767,12290.0,125.07,46.2877,32.2831,43.9696,47.6797,24.1455,24.8535,30.7441,39.321,False,Other/Random,32.28
1211,202.357,11.48,188.43,7338.36,147.947,1368.0,41.73,32.8092,44.8856,18.2517,54.0244,14.4741,44.293,30.6619,11.48,True,Other/Random,18.25
1212,6.636,32.523,27.26,8674.18,139.607,504.0,25.33,46.6421,34.9576,34.3178,59.274,20.4959,33.7979,33.0335,32.523,False,Other/Random,34.32
1213,185.585,9.712,189.06,9639.04,151.519,2187.0,52.77,17.558,38.0292,31.836,47.8611,30.5171,47.5079,14.5951,9.712,True,Other/Random,17.56
1214,165.472,36.593,170.96,10501.78,183.995,7785.0,99.56,43.3063,23.7018,42.2211,60.363,23.7735,27.9869,22.4287,36.593,False,Other/Random,23.7
1215,178.629,37.238,211.93,11370.37,156.27,2403.0,55.31,47.8253,31.8442,39.8473,54.4117,27.0815,35.1871,30.8485,37.238,False,Other/Random,31.84
1216,180.013,18.375,199.29,11702.66,142.642,477.0,24.64,26.5902,32.7825,31.5006,49.1691,27.2281,43.1173,19.3023,18.375,False,Other/Random,26.59
1217,220.419,58.077,128.41,12521.2,135.0,135.0,13.11,59.0496,42.207,48.7594,40.7161,5.8999,5.0709,42.1281,49.7458,True,Other/Random,40.72
1218,136.741,56.741,220.85,12825.89,155.456,1539.0,44.27,56.7879,37.2053,52.6446,41.6924,18.1765,2.4681,37.1837,52.4847,True,Other/Random,37.21
1219,350.399,35.687,25.07,13337.88,169.498,6291.0,89.5,38.7951,20.9262,46.0124,49.9812,32.1247,30.9974,18.1022,35.687,False,Other/Random,20.93
1220,207.163,32.616,172.11,13698.82,187.303,11650.0,121.77,37.7511,24.8035,41.3237,49.9324,24.8374,25.1437,20.9209,32.616,False,Other/Random,24.8
1221,343.956,35.106,34.71,15705.08,149.237,1062.0,36.77,39.6215,26.4506,43.6349,46.5368,28.2093,27.971,23.2527,35.106,False,Other/Random,26.45
1222,303.612,34.839,77.86,15807.17,158.464,6048.0,87.75,40.7489,48.8194,41.8344,27.3605,18.2393,21.3891,38.3105,34.839,False,Other/Random,27.36
1223,194.343,41.238,137.65,231.88,156.71,1863.0,48.7,49.5043,33.487,44.4606,50.8932,24.6279,26.2134,32.7012,41.238,False,Other/Random,33.49
1224,151.75,10.852,180.09,718.38,164.178,3942.0,70.85,30.1392,43.997,20.0125,51.4292,16.8384,44.4201,28.1616,10.852,True,Other/Random,20.01
